user_name,twitter_id,party_name,state,office_title,account_type,first_name,middle_name,last_name,suffix,status,collecting,showing,bioguide_id,gender,fec_candidate_id,district,branch
RepJacobs,1276232539510919168,Republican,NY,House Representative,official,Chris,"",Jacobs,"",1,true,true,J000020,M,H0NY27090,27,H
DanSullivan_AK,1869975300,Republican,AK,Senate Candidate,campaign,Dan,"",Sullivan,"",1,true,true,S001198,M,S4AK00214,,S
realannapaulina,913308968809672705,Republican,FL,House Candidate,campaign,Anna,Paulina,Luna,"",1,true,true,,F,H0FL13158,13,H
mowers,18903194,Republican,NH,House Candidate,campaign,Matt,"",Mowers,"",1,true,true,,M,H0NH01282,01,H
CarlosGimenezFL,1217185399166074885,Republican,FL,House Candidate,campaign,Carlos,"",Gimenez,"",1,true,true,G000593,M,H0FL26036,26,H
ScottFranklinFL,1247958910025203712,Republican,FL,House Candidate,campaign,Scott,"",Franklin,"",1,true,true,F000472,M,H0FL15104,15,H
derrickvanorden,2580992246,Republican,WI,House Candidate,campaign,Derrick,"",Van Orden,"",1,true,true,,M,H0WI03175,03,H
LisaForCongress,1187551973173796866,Republican,MI,House Candidate,campaign,Lisa,"",McClain,"",1,true,true,,F,H0MI10287,01,H
RepMikeGarcia,1262531473057423361,Republican,CA,House Candidate,official,Mike,"",Garcia,"",1,true,true,G000061,M,H0CA25105,25,H
GarbarinoforNY,1222594021547290624,Republican,NY,House Candidate,campaign,Andrew,"",Garbarino,"",1,true,true,G000597,M,H0NY02234,02,H
RikMehta_NJ,2274831608,Republican,NJ,Senate Candidate,campaign,Rik,"",Mehta,"",1,true,true,,M,H2NJ07192,7,H
ReverendWarnock,1221242033530195970,Democrat,GA,Senate Candidate,campaign,Raphael,"",Warnock,"",1,true,true,W000790,M,S0GA00559,99,S
ossoff,521747968,Democrat,GA,Senate Candidate,campaign,Jon,"",Ossoff,"",1,true,true,O000174,M,S8GA00180,82,S
ElectBlakeMoore,551935844,Republican,UT,House Candidate,campaign,Blake,"",Moore,"",1,true,true,M001213,M,H0UT01205,01,H
MarkRonchettiNM,246064793,Republican,NM,Senate Candidate,campaign,Mark,"",Ronchetti,"",1,true,true,,M,S0NM00124,,S
JohnJoyceForPA,969328139485802496,Republican,PA,House Candidate,campaign,John,"",Joyce,"",1,true,true,J000302,M,H8PA13125,13,H
Bognet4congress,1217891120241311745,Republican,PA,House Candidate,campaign,Jim,"",Bognet,"",1,true,true,,M,H0PA08221,08,H
Kat_Cammack,1214912699311837184,Republican,FL,House Candidate,campaign,Kat,"",Cammack,"",1,true,true,C001039,F,H0FL03175,03,H
ByronDonalds,96015533,Republican,FL,House Candidate,campaign,Byron,"",Donalds,"",1,true,true,D000032,M,H0FL19205,19,H
CliffBentz,1216104257989963776,Republican,OR,House Candidate,campaign,Cliff,"",Bentz,"",1,true,true,B000668,M,H0OR02127,02,H
Victoria_Spartz,1205364420,Republican,IN,House Candidate,campaign,Victoria,"",Spartz,"",1,true,true,S000929,F,H0IN05326,05,H
laurenboebert,1201670995435646976,Republican,CO,House Candidate,campaign,Lauren,"",Boebert,"",1,true,true,B000825,F,H0CO03165,03,H
BarryMoore,74054398,Republican,AL,House Candidate,campaign,Barry,"",Moore,"",1,true,true,M001212,M,H8AL02171,02,H
SpencerJCox,69663100,Republican,UT,Gubernatorial Candidate,campaign,Spencer,"",Cox,"",1,true,true,,M,,,
mikeparson,74522684,Republican,MO,Gubernatorial Candidate,campaign,Mike,"",Parson,"",1,true,true,,M,,,
GovParsonMO,1003672320781807616,Republican,MO,Governor,official,Mike,"",Parson,"",1,true,true,,M,,,
US_FDA,208120290,,DC,Federal Agency,official,"","","","",1,true,true,,,,,
Surgeon_General,455024343,,DC,Administration Official,official,Jerome,"",Adams,"",1,true,true,,M,,,
TeamPelosi,2461810448,Democrat,CA,House Candidate,campaign,Nancy,"",Pelosi,"",1,true,true,P000197,F,H8CA05035,12,H
CawthornforNC,1207874097251639296,Republican,NC,House Candidate,campaign,Madison,"",Cawthorn,"",1,true,true,C001104,M,H0NC11233,11,H
ColMorrisDavis,489475164,Democrat,NC,House Candidate,campaign,Moe,"",Davis,"",1,true,true,,M,H0NC11175,11,H
DeborahRossNC,3806081652,Democrat,NC,House Candidate,campaign,Deborah,"",Ross,"",1,true,true,R000305,F,H0NC02125,02,H
MichelleSteelCA,1122934522134315009,Republican,CA,House Candidate,campaign,Michelle,"",Steel,"",1,true,true,S001135,F,H0CA48198,48,H
JayObernolte,272482466,Republican,CA,House Representative,campaign,Jay,"",Obernolte,"",1,true,true,O000019,M,H0CA08135,08,H
DrPaulGosar,872148729184362497,Republican,AZ,House Candidate,campaign,Paul,"",Gosar,"",1,true,true,G000565,M,H0AZ01259,04,H
MoBrooks,68277792,Republican,AL,House Candidate,campaign,Mo,"",Brooks,"",1,true,true,B001274,M,H0AL05163,05,H
Mfume4Congress,1191327658124165123,Democrat,MD,House Candidate,campaign,Kweisi,"",Mfume,"",1,true,true,M000687,M,H0MD07114,07,H
SheriffTNehls,3299995136,Republican,TX,House Candidate,campaign,Troy,"",Nehls,"",1,true,true,N000026,M,H0TX22302,22,H
SessionsTX17,2756069574,Republican,TX,House Candidate,campaign,Pete,"",Sessions,"",1,true,true,S000250,M,H2TX03126,17,H
RonnyJacksonTX,1201953403099893760,Republican,TX,House Candidate,campaign,Ronny,"",Jackson,"",1,true,true,J000304,M,H0TX13228,13,H
ErrolWebber,1092037021432897537,Republican,CA,House Candidate,campaign,Errol,"",Webber,"",1,true,true,,M,H2CA47204,47,H
SenatorLoeffler,1200451909406121984,Republican,GA,Senator,official,Kelly,"",Loeffler,"",1,true,true,L000594,F,S0GA00526,99,S
KLoeffler,29495695,Republican,GA,Senate Candidate,campaign,Kelly,"",Loeffler,"",1,true,true,L000594,F,S0GA00526,99,S
SchellerforPA,1181643457011617792,Republican,PA,House Candidate,campaign,Lisa,"",Scheller,"",1,true,true,,F,H0PA07132,07,H
SenSusanCollins,13529632,Republican,ME,,campaign,Susan,"",Collins,"",1,true,true,C001035,F,S6ME00159,,S
TomTiffanyWI,3389296557,Republican,WI,House Candidate,campaign,Tom,"",Tiffany,"",1,true,true,T000165,M,H0WI07101,07,H
FitzgeraldForWI,1169399788539928576,Republican,WI,House Candidate,campaign,Scott,"",Fitzgerald,"",1,true,true,F000471,M,H0WI05113,05,H
RHolcombeVT,975067846207254528,Democrat,VT,Gubernatorial Candidate,campaign,Rebecca,"",Holcombe,"",1,true,true,,F,,,
BurgessOwens,779104195,Republican,UT,House Candidate,campaign,Burgess,"",Owens,"",1,true,true,O000086,M,H0UT04076,04,H
donnaimamTX,807323561924947968,Democrat,TX,House Candidate,campaign,Donna,"",Imam,"",1,true,true,,F,H0TX31097,31,H
Bethvanduyne,489856457,Republican,TX,House Candidate,campaign,Beth,"",Van Duyne,"",1,true,true,V000134,F,H0TX24209,24,H
TonyGonzales4TX,1124044084669288450,Republican,TX,House Candidate,campaign,Tony,"",Gonzales,"",1,true,true,G000594,M,H0TX35015,23,H
arredondo_lynch,1187810136368340992,Republican,TX,House Candidate,campaign,Alma,Arredondo,Lynch,"",1,true,true,,F,H8TX23113,23,H
AugustPfluger,1021216905795899392,Republican,TX,House Candidate,campaign,August,"",Pfluger,"",1,true,true,P000048,M,H0TX11230,11,H
BillHagertyTN,1152598802873880576,Republican,TN,Senate Candidate,campaign,Bill,"",Hagerty,"",1,true,true,H000601,M,S0TN00169,,S
SeanParnellUSA,701825647,Republican,PA,Senate Candidate,campaign,Sean,"",Parnell,"",1,true,true,,M,S2PA00505,,S
alekskarlatos,3525046823,Republican,OR,House Candidate,campaign,Alek,"",Skarlatos,"",1,true,true,,M,H0OR04107,04,H
JacobsNY24,1129376438698807296,Republican,NY,House Candidate,campaign,Chris,"",Jacobs,"",1,true,true,J000020,M,H0NY27090,27,H
MondaireJones,872143958847045632,Democrat,NY,House Candidate,campaign,Mondaire,"",Jones,"",1,true,true,J000306,M,H0NY17174,17,H
JamaalBowmanNY,1138076821533155328,Democrat,NY,House Candidate,campaign,Jamaal,"",Bowman,"",1,true,true,B001223,M,H0NY16143,16,H
PatriotsPerry,1141369750821490688,Republican,PA,House Candidate,campaign,Scott,"",Perry,"",1,true,true,P000605,M,H2PA04135,10,H
RepGregMurphy,1173978070535024642,Republican,NC,House Representative,official,Greg,"",Murphy,"",1,true,true,M001210,M,H0NC03172,03,H
RepDanBishop,1176522535531360257,Republican,NC,House Representative,official,Dan,"",Bishop,"",1,true,true,B001311,M,H0NC09187,09,H
RepFredKeller,1136060761422405633,Republican,PA,House Representative,official,Fred,"",Keller,"",1,true,true,K000395,M,H0PA12181,12,H
FischbachMN7,1159929043816460288,Republican,MN,House Candidate,campaign,Michelle,"",Fischbach,"",1,true,true,F000470,F,H0MN07091,07,H
VoteJackie4NY,1122921580210921474,Democrat,NY,House Candidate,campaign,Jackie,"",Gordon,"",1,true,true,,F,H0NY02192,02,H
RitaHartIA,2559322231,Democrat,IA,House Candidate,campaign,Rita,"",Hart,"",1,true,true,,F,H0IA02156,02,H
FrankenforIowa,1164760658992177155,Democrat,IA,Senate Candidate,campaign,Michael,"",Franken,"",1,true,true,,M,S0IA00200,,S
mtgreenee,826065164504006657,Republican,GA,House Candidate,campaign,Marjorie,Taylor,Greene,"",1,true,true,G000596,F,H0GA06192,06,H
JohnHMerrill,80964763,Republican,AL,State Official,campaign,John,H,Merrill,"",1,true,true,,M,S0AL00289,,S
ShannonBrayNC,1090016912669581315,Other,NC,Senate Candidate,campaign,Shannon,"",Bray,"",1,true,true,,M,S0NC00335,,S
CynthiaMLummis,1136711154435207168,Republican,WY,Senate Candidate,campaign,Cynthia,"",Lummis,"",1,true,true,L000571,F,S0WY00137,,S
GenDonBolduc,913415985591439362,Republican,NH,Senate Candidate,campaign,Don,"",Bolduc,"",1,true,true,,M,S0NH00326,,S
DrAlGrossAK,817869452473548800,Democrat,AK,House Candidate,campaign,Al,"",Gross,"",1,true,true,,M,H2AK01166,1,H
tatereeves,259341329,Republican,MS,Governor,official,Tate,,Reeves,,1,true,true,,M,,,
VoteMeijer,1134953735980036096,Republican,MI,House Candidate,campaign,Peter,"",Meijer,"",1,true,true,M001186,M,H0MI03308,03,H
HillaryScholten,1106949340197801986,Democrat,MI,House Candidate,campaign,Hillary,"",Scholten,"",1,true,true,,F,H0MI03316,03,H
DePasqualePA,37820650,Democrat,PA,House Candidate,campaign,Eugene,"",DePasquale,"",1,true,true,,M,H0PA10110,10,H
hinsonashley,18189966,Republican,IA,House Candidate,campaign,Ashley,,Hinson,,1,true,true,H001091,F,H0IA01174,01,H
WesleyHuntTX,1112744620247662592,Republican,TX,House Candidate,campaign,Wesley,,Hunt,,1,true,true,,M,H0TX07170,07,H
JerrySDickinson,1115862401579212800,Democrat,PA,House Candidate,campaign,Jerry,,Dickinson,,1,true,true,,M,H0PA18097,18,H
VoteFredKeller,1092471059641700353,Republican,PA,House Candidate,campaign,Fred,,Keller,,1,true,true,K000395,M,H0PA12181,12,H
stephaniebice,32289500,Republican,OK,House Candidate,campaign,Stephanie,,Bice,,1,true,true,B000740,F,H0OK05205,05,H
NMalliotakis,757862089,Republican,NY,House Candidate,campaign,Nicole,,Malliotakis,,1,true,true,M000317,F,H0NY11078,11,H
neilparrott,105251964,Republican,MD,House Candidate,campaign,Neil,,Parrott,,1,true,true,,M,H0MD06231,06,H
MeetMckayla,1105113081418526720,Democrat,MD,House Candidate,campaign,Mckayla,,Wilkes,,1,true,true,,F,H0MD05183,05,H
RandyFeenstra,23764160,Republican,IA,House Candidate,campaign,Randy,,Feenstra,,1,true,true,F000446,M,H0IA04145,04,H
ElectMikeGarcia,1114694580232904704,Republican,CA,House Candidate,campaign,Mike,,Garcia,,1,true,true,G000061,M,H0CA25105,25,H
BarnettforAZ,1117898546055761920,Republican,AZ,House Candidate,campaign,Josh,,Barnett,,1,true,true,,M,H0AZ07082,01,H
JakeLaTurner,1082329240681492481,Republican,KS,House Candidate,campaign,Jake,,LaTurner,,1,true,true,L000266,M,H0KS02188,2,H
CaptMarkKelly,65707359,Democrat,AZ,Senate Candidate,campaign,Mark,,Kelly,,1,true,true,K000377,M,S0AZ00350,,S
TTuberville,110798061,Republican,AL,Senate Candidate,campaign,Tommy,,Tuberville,,1,true,true,T000278,M,S0AL00230,,S
jdanbishop,1912799826,Republican,NC,House Candidate,campaign,Dan,,Bishop,,1,true,true,B001311,M,H0NC09187,09,H
CarmenYulinCruz,519072324,Democrat,PR,Gubernatorial Candidate,campaign,Carmen,Yulin,Cruz,,1,true,true,,F,,,
RepEdCase,1081350574589833221,Democrat,HI,House Representative,official,Ed,,Case,,1,true,true,C001055,M,H8HI01234,01,H
CongressmanJVD,1083469084648505344,Republican,NJ,House Representative,official,Jefferson,,Van Drew,,1,true,true,V000133,M,H8NJ02166,2,H
SenBillCassidy,1017500185356853248,Republican,LA,Senator,official,Bill,,Cassidy,,1,true,true,C001075,M,S4LA00107,,S
SenHawleyPress,1080960924687704064,Republican,MO,Senator,official,Josh,,Hawley,,1,true,true,H001089,M,S8MO00160,,S
SenateAgingGOP,2359937696,Republican,DC,Congressional committee,official,Senate,,Aging,,1,true,true,,U,,,
SVACGOP,1009054656,Republican,DC,Congressional committee,official,VA,,Chair,,1,true,true,,U,,,
SenateBudget,172470598,Democrat,DC,Congressional committee,official,Senate,,Budget,,1,true,true,,U,,,
BudgetGOP,2992440550,Republican,DC,Congressional committee,official,Budget,,GOP,,1,true,true,,U,,,
SmallBizCmteGOP,2932401927,Republican,DC,Congressional committee,official,SmallBiz,,Cmte,,1,true,true,,U,,,
IndianCommittee,329761746,Republican,DC,Congressional committee,official,Indian,,Committee,,1,true,true,,U,,,
HSGAC,1249418526,Democrat,DC,Congressional committee,official,HSGAC,,,,1,true,true,,U,,,
HELPCmteDems,1262362578,Democrat,DC,Congressional committee,official,HELP,,CmteDems,,1,true,true,,U,,,
GOPHELP,292972175,Republican,DC,Congressional committee,official,GOP,,HELP,,1,true,true,,U,,,
SenateFinance,628709039,Democrat,DC,Congressional committee,official,Senate,,Finance,,1,true,true,,U,,,
SenFinance,701821488,Republican,DC,Congressional committee,official,Sen,,Finance,,1,true,true,,U,,,
EPWCmte,245891006,Democrat,DC,Congressional committee,official,EPW,,Democrats,,1,true,true,,U,,,
EPWGOP,1055515873,Republican,DC,Congressional committee,official,EPW,,GOP,,1,true,true,,U,,,
EnergyGOP,82657929,Republican,DC,Congressional committee,official,Energy,,GOP,,1,true,true,,U,,,
SenateCommerce,386092483,Republican,DC,Congressional committee,official,Senate,,Commerce,,1,true,true,,U,,,
SenateApprops,352534407,Democrat,DC,Congressional committee,official,Senate,,Approps,,1,true,true,,U,,,
SenateAgDems,233696188,Democrat,DC,Congressional committee,official,Senate Ag,,Dems,,1,true,true,,U,,,
SenateAgGOP,3006258669,Republican,DC,Congressional committee,official,Senate Ag,,GOP,,1,true,true,,U,,,
WaysMeansCmte,31128529,Democrat,DC,Congressional committee,official,Ways,and,Means,,1,true,true,,U,,,
VetAffairsDems,151519500,Democrat,DC,Congressional committee,official,Vet Affairs,,Dems,,1,true,true,,U,,,
TransportDems,21684013,Democrat,DC,Congressional committee,official,Transport,,Dems,,1,true,true,,U,,,
HouseScience,22053641,Democrat,DC,Congressional committee,official,House,,Science,,1,true,true,,U,,,
RulesDemocrats,855482971868069890,Democrat,DC,Congressional committee,official,Rules,,Democrats,,1,true,true,,U,,,
OversightDems,31122582,Democrat,DC,Congressional committee,official,Oversight,,Dems,,1,true,true,,U,,,
NRDems,247486443,Democrat,DC,Congressional committee,official,NR,,Dems,,1,true,true,,U,,,
HouseJudiciary,246357149,Democrat,DC,Congressional committee,official,House,,Judiciary,,1,true,true,,U,,,
HouseAdm_Dems,19716781,Democrat,DC,Congressional committee,official,House Adm,,Dems,,1,true,true,,U,,,
HomelandDems,208692908,Democrat,DC,Congressional committee,official,Homeland,,Dems,,1,true,true,,U,,,
HouseForeign,61206798,Democrat,DC,Congressional committee,official,House,,Foreign,,1,true,true,,U,,,
FSCDems,294084341,Democrat,DC,Congressional committee,official,FSC,,Dems,,1,true,true,,U,,,
EnergyCommerce,30929600,Democrat,DC,Congressional committee,official,Energy,,Commerce,,1,true,true,,U,,,
EdLaborGOP,16424044,Republican,DC,Congressional committee,official,EdLabor,,GOP,,1,true,true,,U,,,
EdLaborCmte,7004382,Democrat,DC,Congressional committee,official,EdLabor,,Cmte,,1,true,true,,U,,,
HouseBudgetDems,151963505,Democrat,DC,Congressional committee,official,House Budget,,Dems,,1,true,true,,U,,,
HASCDemocrats,74294786,Democrat,DC,Congressional committee,official,HASC,,Democrats,,1,true,true,,U,,,
AppropsDems,30912937,Democrat,DC,Congressional committee,official,Approps,,Dems,,1,true,true,,U,,,
HouseAgGOP,234573331,Republican,DC,Congressional committee,official,House,,AG GOP,,1,true,true,,U,,,
LGJustinFairfax,726627710404038656,Democrat,VA,State Official,official,Justin,,Fairfax,,1,true,true,,M,,,
FairfaxJustin,780606002,Democrat,VA,State Official,personal,Justin,,Fairfax,,1,true,true,,M,,,
GReschenthaler,4205133682,Republican,PA,House Representative,official,Guy,,Reschenthaler,,1,true,true,R000610,M,H8PA18199,14,H
RepAGonzalez,1054381765224210432,Republican,OH,House Representative,official,Anthony,,Gonzalez,,1,true,true,G000588,M,H8OH16124,16,H
RepJimBaird,1086316494450032640,Republican,IN,House Representative,official,James,,Baird,,1,true,true,B001307,M,H8IN04199,04,H
RepAndyKimNJ,1078771848882593793,Democrat,NJ,House Representative,official,Andy,,Kim,,1,true,true,K000394,M,H8NJ03206,03,H
RepChuyGarcia,1082427779583541248,Democrat,IL,House Representative,official,Chuy,,Garcia,,1,true,true,G000586,M,H8IL04134,04,H
RepLucyMcBath,1082380458976051202,Democrat,GA,House Representative,official,Lucy,,McBath,,1,true,true,M001208,F,H8GA06393,06,H
RepWaltzPress,1082416697380913152,Republican,FL,House Representative,official,Michael,,Waltz,,1,true,true,W000823,M,H8FL06148,06,H
RepGregSteube,1083125649609506816,Republican,FL,House Representative,official,Greg,,Steube,,1,true,true,S001214,M,H8FL17053,17,H
RepChipRoy,1082790600292925440,Republican,TX,House Representative,official,Chip,,Roy,,1,true,true,R000614,M,H8TX21307,21,H
RepGregPence,1082369392229400576,Republican,IN,House Representative,official,Greg,,Pence,,1,true,true,P000615,M,H8IN06129,06,H
RepCarolMiller,1081318716573470720,Republican,WV,House Representative,official,Carol,,Miller,,1,true,true,M001205,F,H8WV03097,03,H
RepMalinowski,1080898026418384897,Democrat,NJ,House Representative,official,Tom,,Malinowski,,1,true,true,M001203,M,H8NJ07223,07,H
RepCasten,1083472286089396224,Democrat,IL,House Representative,official,Sean,,Casten,,1,true,true,C001117,M,H8IL06139,06,H
SenBooker,2167097881,Democrat,NJ,Senator,official,Cory,,Booker,,1,true,true,B001288,M,S4NJ00185,,S
DonaldNorcross,3122099613,Democrat,NJ,House Representative,official,Donald,,Norcross,,1,true,true,N000188,M,H4NJ01084,01,H
RepBonnie,2968451607,Democrat,NJ,House Representative,official,Bonnie,Watson,Coleman,,1,true,true,W000822,F,H4NJ12149,12,H
RepAmata,3026622545,Republican,AS,House Representative,official,Aumua Amata,Coleman,Radewagen,,1,true,true,R000600,F,H4AS00036,,H
CongBoyle,4304448314,Democrat,PA,House Representative,official,Brendan,,Boyle,,1,true,true,B001296,M,H4PA13199,02,H
RepTrentKelly,3317799825,Republican,MS,House Representative,official,Trent,,Kelly,,1,true,true,K000388,M,H6MS01131,01,H
RepLaHood,3686482216,Republican,IL,House Representative,official,Darin,,LaHood,,1,true,true,L000585,M,H6IL18088,18,H
WarrenDavidson,742735530287304704,Republican,OH,House Representative,official,Warren,,Davidson,,1,true,true,D000626,M,H6OH08315,08,H
RepRutherfordFL,828977216595849216,Republican,FL,House Representative,official,John,,Rutherford,,1,true,true,R000609,M,H6FL04105,04,H
RepJimmyPanetta,796736612554117120,Democrat,CA,House Representative,official,Jimmy,,Panetta,,1,true,true,P000613,M,H6CA20152,20,H
RepAlLawsonJr,818472418620608512,Democrat,FL,House Representative,official,Al,,Lawson,Jr.,1,true,true,L000586,M,H0FL02086,05,H
SenJohnKennedy,816683274076614656,Republican,LA,Senator,official,John,,Kennedy,,1,true,true,K000393,M,S4LA00065,00,S
RepMattGaetz,818948638890217473,Republican,FL,House Representative,official,Matt,,Gaetz,,1,true,true,G000578,M,H6FL01119,01,H
RepLBR,817050219007328258,Democrat,DE,House Representative,official,Lisa,Blunt,Rochester,,1,true,true,B001303,F,H6DE00206,00,H
RepAndyBiggsAZ,816652616625168388,Republican,AZ,House Representative,official,Andy,,Biggs,,1,true,true,B001302,M,H6AZ05083,05,H
RepBarragan,816833925456789505,Democrat,CA,House Representative,official,Nanette,D.,Barragan,,1,true,true,B001300,F,H6CA44103,44,H
RepTomSuozzi,816705409486618624,Democrat,NY,House Representative,official,Tom,,Suozzi,,1,true,true,S001201,M,H6NY03247,03,H
RepDarrenSoto,818713465653051392,Democrat,FL,House Representative,official,Darren,,Soto,,1,true,true,S001200,M,H6FL09179,09,H
RepStephMurphy,796183515998068736,Democrat,FL,House Representative,official,Stephanie,,Murphy,,1,true,true,M001202,F,H6FL07140,07,H
RepRaskin,806906355214852096,Democrat,MD,House Representative,official,Jamie,,Raskin,,1,true,true,R000606,M,H6MD08457,08,H
SenJackyRosen,818554054309715969,Democrat,NV,Senator,official,Jacky,,Rosen,,1,true,true,R000608,F,S8NV00156,00,S
RepMikeJohnson,827279765287559171,Republican,LA,House Representative,official,Mike,,Johnson,,1,true,true,J000299,M,H6LA04138,04,H
RepClayHiggins,843636970538618880,Republican,LA,House Representative,official,Clay,,Higgins,,1,true,true,H001077,M,H6LA03148,03,H
RepDrewFerguson,806583915012046854,Republican,GA,House Representative,official,Drew,,Ferguson,,1,true,true,F000465,M,H6GA03113,03,H
RepEspaillat,817076257770835968,Democrat,NY,House Representative,official,Adriano,,Espaillat,,1,true,true,E000297,M,H2NY13096,13,H
RepCharlieCrist,816030424778543104,Democrat,FL,House Representative,official,Charlie,,Crist,,1,true,true,C001111,M,H6FL13205,13,H
RepAnthonyBrown,823552974253342721,Democrat,MD,House Representative,official,Anthony,G.,Brown,,1,true,true,B001304,M,H6MD04209,04,H
RepJimBanks,816131319033950208,Republican,IN,House Representative,official,Jim,,Banks,,1,true,true,B001299,M,H6IN03229,03,H
RepMcEachin,816181091673448448,Democrat,VA,House Representative,official,Donald,,McEachin,,1,true,true,M001200,M,H6VA04061,04,H
RepDavidKustoff,816012124505931780,Republican,TN,House Representative,official,David,,Kustoff,,1,true,true,K000392,M,H2TN07103,08,H
RepJenniffer,819744763020775425,Republican,PR,House Representative,official,Jenniffer,,Gonzalez,,1,true,true,G000582,F,,,H
RepGonzalez,818536152588238849,Democrat,TX,House Representative,official,Vicente,,Gonzalez,,1,true,true,G000581,M,H6TX15162,15,H
RepGallagher,815966620300480514,Republican,WI,House Representative,official,Mike,,Gallagher,,1,true,true,G000579,M,H6WI08155,08,H
RepLizCheney,816719802328715264,Republican,WY,House Representative,official,Liz,,Cheney,,1,true,true,C001109,F,H6WY00159,00,H
RepConorLamb,984456621417000960,Democrat,PA,House Representative,official,Conor,,Lamb,,1,true,true,L000588,M,H8PA18181,17,H
AndyBeshearKY,2991360032,Democrat,KY,Gubernatorial Candidate,campaign,Andy,,Beshear,,1,true,true,,M,,,
GovNedLamont,1076293903723233280,Democrat,CT,Governor,official,Ned,,Lamont,,1,true,true,,M,,,
RepMichaelGuest,1081243468327018496,Republican,MS,House Representative,official,Michael,,Guest,,1,true,true,G000591,M,H8MS03125,03,H
RepJohnJoyce,1082311988926124036,Republican,PA,House Representative,official,John,,Joyce,,1,true,true,J000302,M,H8PA13125,13,H
Ilhan,1082334352711790593,Democrat,MN,House Representative,official,Ilhan,,Omar,,1,true,true,O000173,F,H8MN05239,05,H
RepAOC,1079104563280527364,Democrat,NY,House Representative,official,Alexandria,,Ocasio-Cortez,,1,true,true,O000172,F,H8NY15148,14,H
SenatorBraun,1080870981877534720,Republican,IN,Senator,official,Mike,,Braun,,1,true,true,B001310,M,S8IN00171,,S
SenatorRomney,1078693601356509184,Republican,UT,Senator,official,Mitt,,Romney,,1,true,true,R000615,M,S8UT00176,,S
RepMGS,1067541214671577093,Democrat,PA,House Representative,official,Mary,Gay,Scanlon,,1,true,true,S001205,F,H8PA07200,05,H
RepJohnRose,1081312310059253763,Republican,TN,House Representative,official,John,,Rose,,1,true,true,R000612,M,H8TN06094,06,H
RepKatiePorter,1081222837459996672,Democrat,CA,House Representative,official,Katie,,Porter,,1,true,true,P000618,F,H8CA45130,45,H
RepChrisPappas,1067748650485497862,Democrat,NH,House Representative,official,Chris,,Pappas,,1,true,true,P000614,M,H8NH01210,01,H
RepJahanaHayes,1082086081238102018,Democrat,CT,House Representative,official,Jahana,,Hayes,,1,true,true,H001081,F,H8CT05245,05,H
RepDean,567508925,Democrat,PA,House Representative,official,Madeleine,,Dean,,1,true,true,D000631,F,H8PA04116,04,H
RepBrindisi,1080978331535896576,Democrat,NY,House Representative,official,Anthony,,Brindisi,,1,true,true,B001308,M,H8NY22151,22,H
RepDavidTrone,1080573351914061825,Democrat,MD,House Representative,official,David,,Trone,,1,true,true,T000483,M,H8MD06168,06,H
RepTimmons,1079770852302958592,Republican,SC,House Representative,official,William,,Timmons,,1,true,true,T000480,M,H8SC04250,04,H
RepGolden,1080891667308298240,Democrat,ME,House Representative,official,Jared,,Golden,,1,true,true,G000592,M,H8ME02185,02,H
RepRonWright,1080854935535800320,Republican,TX,House Representative,official,Ron,,Wright,,1,true,true,W000827,M,H8TX06233,06,H
RepUnderwood,1080539438508400642,Democrat,IL,House Representative,official,Lauren,,Underwood,,1,true,true,U000040,F,H8IL14174,14,H
RepLoriTrahan,1079802482640019456,Democrat,MA,House Representative,official,Lori,,Trahan,,1,true,true,T000482,F,H8MA03106,03,H
RepRashida,1079769536730140672,Democrat,MI,House Representative,official,Rashida,,Tlaib,,1,true,true,T000481,F,H8MI13250,13,H
RepVanTaylor,1075040139351597056,Republican,TX,House Representative,official,Van,,Taylor,,1,true,true,T000479,M,H8TX03123,03,H
RepHaleyStevens,1076161611033968640,Democrat,MI,House Representative,official,Haley,,Stevens,,1,true,true,S001215,F,H8MI11254,11,H
RepPeteStauber,1075830599007510535,Republican,MN,House Representative,official,Pete,,Stauber,,1,true,true,S001212,M,H8MN08043,08,H
RepGregStanton,1080885078425784320,Democrat,AZ,House Representative,official,Greg,,Stanton,,1,true,true,S001211,M,H8AZ09040,09,H
RepSlotkin,1078401427347857408,Democrat,MI,House Representative,official,Elissa,,Slotkin,,1,true,true,S001208,F,H8MI08102,08,H
RepSherrill,1080569698536878081,Democrat,NJ,House Representative,official,Mikie,,Sherrill,,1,true,true,S001207,F,H8NJ11142,11,H
RepPressley,1080584229510172678,Democrat,MA,House Representative,official,Ayanna,,Pressley,,1,true,true,P000617,F,H8MA07032,07,H
RepDeanPhillips,1061310112013434882,Democrat,MN,House Representative,official,Dean,,Phillips,,1,true,true,P000616,M,H8MN03143,03,H
RepMeuser,1080574793630527505,Republican,PA,House Representative,official,Dan,,Meuser,,1,true,true,M001204,M,H8PA10147,09,H
RepAndyLevin,1080277407867772930,Democrat,MI,House Representative,official,Andy,,Levin,,1,true,true,L000592,M,H8MI09118,09,H
RepElaineLuria,1080292515939565568,Democrat,VA,House Representative,official,Elaine,,Luria,,1,true,true,L000591,F,H8VA02111,02,H
RepSusieLee,1079061579973439488,Democrat,NV,House Representative,official,Susie,,Lee,,1,true,true,L000590,F,H8NV03200,03,H
RepDustyJohnson,1074782372594413569,Republican,SD,House Representative,official,Dusty,,Johnson,,1,true,true,J000301,M,H8SD01055,00,H
